ascent_rate,descent_rate,et_dysfunction,max_pressure_differential,barotitis_risk,baromyringitis_risk,et_locked_duration,et_collapse_duration,overall_risk,pressure_control,et_function_score
3000.0,14600.0,0.7,477.88,99.83,99.83,99.94,99.83,100.0,-420.45,0.06
3000.0,14600.0,0.8,477.93,99.83,99.83,99.94,99.83,100.0,-425.46,0.06
3000.0,14600.0,0.9,477.96,99.83,99.83,99.94,99.83,100.0,-428.47,0.06
3000.0,14600.0,1.0,477.96,99.83,99.83,99.89,99.83,100.0,-429.47,0.11
3000.0,18000.0,0.0,180.73,0.06,0.06,90.05,0.0,100.0,99.89,9.95
3000.0,18000.0,0.1,204.49,0.06,0.06,90.44,0.0,100.0,99.87,9.56
3000.0,18000.0,0.2,227.72,0.06,0.06,90.55,0.0,100.0,99.86,9.45
3000.0,18000.0,0.3,380.68,0.06,0.06,91.6,0.06,100.0,99.77,8.4
3000.0,18000.0,0.4,477.89,0.06,0.06,91.38,0.06,100.0,99.62,8.62
3000.0,18000.0,0.5,390.88,0.06,0.06,92.15,0.06,100.0,99.75,7.85
3000.0,18000.0,0.6,411.23,99.78,99.78,99.89,99.89,100.0,-339.61,0.11
3000.0,18000.0,0.7,477.88,99.83,99.83,99.94,99.83,100.0,-420.49,0.06
3000.0,18000.0,0.8,477.93,99.83,99.83,99.94,99.83,100.0,-425.5,0.06
3000.0,18000.0,0.9,477.96,99.83,99.83,99.94,99.83,100.0,-428.5,0.06
3000.0,18000.0,1.0,477.96,99.83,99.83,99.94,99.83,100.0,-429.51,0.06
